Lokalitet,Distrikt,YKoord,XKoord,GI,Genstand
Næs,SZ,6104592,681222,1,30
Næs Søjord,WJ,6144291,463377,6,700
Næs v. Næsgård,LFM,6085608,699477,3,30
Næs v. Rødby Fjord,LFM,6066689,649742,3,30
Næs Å,SZ,6103189,687898,4,430
Næsbjerg,WJ,6164542,474853,1,10
Næsbjerg 13m,NWJ,6296124,471536,5,540
Næsborg,NEJ,6315016,520795,1,30
Næsborg Mark,NEJ,6314019,520186,1,30
Næsby,NEZ,6186928,678118,1,30
Næsby,LFM,6071786,633559,1,30
Næsby,SZ,6139480,666277,1,30
Næsby,EJ,6252992,611031,1,30
Næsby,F,6143034,585875,1,20
Næsby,NEJ,6307760,512035,1,30
Næsby Bro,SZ,6141208,667805,1,210
Næsby Huse,SZ,6149399,656699,1,30
Næsby Huse,NWZ,6142905,643018,1,30
Næsby Strand,LFM,6069127,632856,1,50
Næsby Strand,NWZ,6141607,640573,1,50
Næsby ved Stranden,NWZ,6141812,643106,1,30
Næsbygård,SZ,6148837,654293,1,90
Næsbyholm,SZ,6139102,664989,1,60
Næsbyholm Storskov,SZ,6137591,665931,1,350
Næsbyhoved-Broby,F,6144655,583007,1,10
Næsbyskov (Næsby ved Skoven),SZ,6149031,654798,1,350
Næsbæk,LFM,6063287,652822,1,30
Næsbæk,NWJ,6277751,493227,1,40
Næsdal,NWZ,6186643,656001,1,40
Næsgård,LFM,6084772,699975,1,60
Næsgård v. Kolindsund,EJ,6252637,612091,3,80
Næsgård v. Salten Langsø,EJ,6213907,536181,3,40
Næsholm,NWZ,6200760,664400,1,110
Næshoved,F,6094489,613374,1,580
Næsseslottet,NEZ,6190186,715191,1,100
Næsset,NEZ,6188231,677254,1,270
Næsset v. Horsens,EJ,6214432,538478,3,570
Næsset v. Kalø Vig,EJ,6232208,589908,3,580
Næssevang,NWZ,6186649,657429,1,40
Næsskov,NWZ,6189016,649851,1,350
Næstebølle,F,6100748,619549,1,40
Næstelsø,SZ,6121850,681034,1,30
Næstholt,WJ,6224068,492903,1,40
Næstild,NWJ,6279208,497749,1,40
Næstrup,NWJ,6310710,476951,1,40
Næstrup Skov,NWJ,6310619,475488,1,350
Næstved,SZ,6123754,675838,1,10
Næsø,WJ,6224145,449130,1,630
Nøbbet,LFM,6089082,645579,1,40
Nødager,EJ,6245929,601204,1,30
Nødager Mark,EJ,6245500,601240,1,40
Nødbjerg 41m,WJ,6163941,489051,5,540
Nøddekær,SZ,6139846,712003,1,90
Nøddelund,EJ,6244099,542429,1,30
Nøddelund Mark,EJ,6243667,543817,1,40
Nødebo,NEZ,6208994,708927,1,10
Nødebogård,NEZ,6208743,708367,1,150
Nødebohuse,NEZ,6208652,681032,1,50
Nødholm,SZ,6136307,670254,1,40
Nøgenbjerg 25m,WJ,6238500,446945,5,540
Nøjsomhed,LFM,6089446,634030,1,80
Nøjsomhed,F,6130493,589506,1,90
Nøjsomheds Odde,LFM,6090483,633722,1,560
Nøkkentved,NWZ,6172923,659513,1,30
Nøkkentvedgård,NWZ,6173022,659480,1,90
Nølev,EJ,6206205,574704,1,30
Nørager,EJ,6260472,592720,1,10
Nørager,NWZ,6161702,648497,1,60
Nørager,NEJ,6285117,538559,1,10
Nørager Hede,WJ,6249351,451460,1,270
Nørager Mark,EJ,6259694,594985,1,40
Nøragergård,NEJ,6284766,538747,1,60
Nørballe,SJ,6093634,531868,1,40
Nørballe,WJ,6157488,451270,1,40
Nørby,EJ,6185946,563714,1,30
Nørby Bæk,WJ,6210929,458428,4,420
Nørby Gårde,WJ,6247605,452523,1,30
Nørby p. Fanø,WJ,6143924,461735,3,20
Nørby p. Venø,NWJ,6268560,477697,3,40
Nørby v. Balling,NWJ,6276892,493900,3,30
Nørby v. Damhus Å,WJ,6245652,456940,3,40
Nørby v. Fjaltring,WJ,6257342,452155,3,90
Nørby v. Genner,SJ,6106451,528300,3,30
Nørby v. Hove Å,NWJ,6272886,453251,3,40
Nørby v. Husby,WJ,6237253,450090,3,30
Nørby v. Højmark,WJ,6213888,461040,3,40
Nørby v. Kloster,WJ,6220555,447664,3,40
Nørby v. Lem,WJ,6209574,459438,3,40
Nørby v. Ringkøbing,WJ,6218735,454640,3,40
Nørby v. Tim Kirkeby,WJ,6231107,454667,3,40
Nørby v. Tved,NWJ,6324007,481026,3,40
Nørby v. Visby,SJ,6096851,486245,3,40
Nørbæk,SJ,6126380,492298,4,420
Nørbæk,EJ,6266480,550669,1,30
Nørbæk Bro,EJ,6268231,550995,1,210
Nørbæk Plantage,WJ,6166057,472817,1,350
Nørbølling,WJ,6146858,500029,1,30
Nørdam,NEJ,6272593,528978,1,380
Nøreng,NWJ,6294003,498082,1,40
Nørgård,SJ,6128916,527893,1,90
Nørgård,NEJ,6371892,582442,1,80
Nørgård,NWJ,6281213,505051,1,60
Nørgård Bæk,WJ,6222857,457500,4,420
Nørgård Strand,EJ,6183286,564739,1,50
Nørgård v. Felsted Kog,WJ,6237835,454529,3,30
Nørgård v. Madum Å,WJ,6231527,454787,3,30
Nørgårde,WJ,6184713,459953,1,30
Nørgårdshede,NEJ,6297055,575741,1,40
Nørhede,NWJ,6250510,476968,1,40
Nørhede,NEJ,6377835,559869,1,40
Nørhede Mark,NWJ,6275545,484520,1,40
Nørhede Plantage,WJ,6185571,466398,1,350
Nørhede v. Lyne,WJ,6184563,466376,3,40
Nørhede v. Nissum Fjord,WJ,6241962,451023,3,40
Nørhede v. Vind,WJ,6231276,470612,3,40
Nørhede v. Ølstrup,WJ,6215592,462610,3,40
Nørholm,WJ,6171371,474953,1,60
Nørholm,NEJ,6321999,544763,1,30
Nørholm Enge,NEJ,6322340,547662,1,40
Nørholm Hage,NEJ,6324224,546551,6,700
Nørholm Hede,WJ,6170581,475695,1,370
Nørhoved,EJ,6204963,523618,1,40
Nørhøe,WJ,6148315,483501,1,40
Nørhøj 49m,SJ,6124799,492410,5,300
Nørhå,NWJ,6306723,466104,1,30
Nørhå Sø,NWJ,6305621,465894,1,400
Nørhågård,NWJ,6306454,465706,1,80
Nørklit,NWJ,6332349,500045,1,40
Nørkær,EJ,6176687,549739,1,40
Nørkær,NEJ,6320561,563627,1,80
Nørkær,NWJ,6267076,493681,1,90
Nørkær Eng,SJ,6119486,505082,1,380
Nørkær v. Felsted Kog,WJ,6242185,448749,3,270
Nørkær v. Hee,WJ,6224701,455872,3,40
Nørkær v. Ikast,WJ,6220757,513095,3,380
Nørlang v. Biersted,NEJ,6332630,551183,3,30
Nørlang v. Løgstør,NEJ,6314371,518978,3,40
Nørlem Kirke,NWJ,6268213,458531,1,70
Nørlev,NEJ,6372323,553918,1,40
Nørlund,WJ,6227177,514812,1,40
Nørlund,NEJ,6293580,544303,1,60
Nørlund,NWJ,6250011,477650,1,30
Nørlund Gårde,WJ,6179279,460595,1,30
Nørlund Plantage,WJ,6211066,512388,1,350
Nørlund Skov,NEJ,6293549,546195,1,350
Nørmark,WJ,6254377,460763,1,30
Nørre Abild,SJ,6093946,492531,1,40
Nørre Aldum,EJ,6183088,549119,1,30
Nørre Aldum Kolle,EJ,6180935,549196,1,40
Nørre Alslev,LFM,6087241,684665,1,10
Nørre Andrup,NWJ,6280945,492726,1,40
Nørre Arritskov,EJ,6208166,526406,1,40
Nørre Arup,NWJ,6318144,495048,1,30
Nørre Askær,WJ,6197002,511361,1,40
Nørre Asmindrup,NWZ,6196820,664154,1,30
Nørre Balling,NWJ,6275595,492825,1,20
Nørre Billum,WJ,6165574,457924,1,40
Nørre Bjerre,EJ,6183475,553192,1,20
Nørre Bjert,EJ,6152077,533798,1,20
Nørre Bjert,NWJ,6258495,486056,1,40
Nørre Borgedal,B,6131350,875036,1,520
Nørre Bork,WJ,6187846,457267,1,10
Nørre Bork Plantage,WJ,6187315,459315,1,350
Nørre Borup,NEJ,6274005,525449,1,40
Nørre Broby,F,6123951,578329,1,10
Nørre Broby Mark,F,6125111,579920,1,40
Nørre Brorstrup,WJ,6217440,463433,1,40
Nørre Bøel v. Gørding,WJ,6146398,486531,3,30
Nørre Bøel v. Tarm,WJ,6196114,466329,3,30
Nørre Dalby,NEZ,6153417,689765,1,10
Nørre Dråby,NWJ,6308047,489793,1,30
Nørre Egebølle,LFM,6070829,640251,1,40
Nørre Elkær,NEJ,6381990,572950,1,60
Nørre Ertebølle,NEJ,6297574,512177,1,40
Nørre Eskilstrup,NEZ,6165244,674222,1,30
Nørre Eskilstrup Enghave,NEZ,6164507,673627,1,30
Nørre Esp,WJ,6229522,461606,1,40
Nørre Esterbølle,F,6157641,574959,1,30
Nørre Farup,SJ,6134441,483101,1,30
Nørre Fastrup,WJ,6218834,503287,1,40
Nørre Felding,WJ,6241353,475472,1,10
Nørre Feldingbjerg,NWJ,6262787,508317,1,40
Nørre Fjand,WJ,6243381,448149,1,30
Nørre Folding,WJ,6146939,501114,1,30
Nørre Frejlev,LFM,6065927,678096,1,30
Nørre Frenderup,LFM,6093554,708033,1,40
Nørre Galten,EJ,6245596,564992,1,10
Nørre Grandelag,WJ,6164824,448532,1,30
Nørre Grene v. Hoven,WJ,6190876,484521,3,40
Nørre Grene v. Skarrild,WJ,6201392,491777,3,30
Nørre Grimmelstrup,LFM,6088626,681309,1,30
Nørre Grisbæk,WJ,6154902,485007,1,40
Nørre Gunderup,WJ,6159975,477757,1,40
Nørre Gyldenbjerg,LFM,6067872,639422,1,90
Nørre Halne,NEJ,6334723,553024,1,10
Nørre Harritslev,NEJ,6368452,553595,1,40
Nørre Havbro,NEJ,6296799,524437,1,40
Nørre Havrvig,WJ,6200259,447326,1,40
Nørre Hebo,WJ,6166304,462113,1,40
Nørre Hedegårde,NEJ,6302804,561747,1,40
Nørre Herlev,NEZ,6198741,704781,1,10
Nørre Hjarup,SJ,6112354,519852,1,30
Nørre Holmgård,WJ,6253594,459582,1,60
Nørre Holtum,WJ,6206570,503348,1,40
Nørre Horsnab,NEJ,6385000,577492,1,30
Nørre Hostrup,SJ,6105041,517540,1,30
Nørre Hug,WJ,6233383,450036,1,30
Nørre Hurup,NEJ,6297289,577316,1,30
Nørre Hvalsø,NEZ,6166053,680104,1,30
Nørre Hvam,NWJ,6252546,482889,1,40
Nørre Hvidbjerg,NWJ,6280837,471020,1,40
Nørre Hvillum,WJ,6207544,518469,1,40
Nørre Hvornum,NEJ,6274406,540749,1,30
Nørre Hyllinge,NEZ,6178778,681532,1,30
Nørre Højerimme,NWJ,6323224,472570,1,480
Nørre Højrup,F,6156532,580224,1,30
Nørre Jernløse,NWZ,6171950,665143,1,20
Nørre Karstoft,WJ,6199314,496582,1,80
Nørre Kejlstrup,WJ,6207022,519856,1,40
Nørre Kirkeby,LFM,6085179,683803,1,30
Nørre Kirkegårde,WJ,6218303,450921,1,30
Nørre Kjul,NEJ,6383028,560977,1,40
Nørre Knudstrup,WJ,6236818,519566,1,10
Nørre Kollund,WJ,6216745,501912,1,30
Nørre Kongerslev,NEJ,6307853,568719,1,10
Nørre Kongerslev Kær,NEJ,6310274,568995,1,40
Nørre Kølkær,WJ,6215936,506733,1,40
Nørre Langelund,WJ,6186007,505121,1,40
Nørre Lem,NWJ,6273220,486020,1,30
Nørre Lind,WJ,6218742,497802,1,40
Nørre Linå,WJ,6232205,497224,1,40
Nørre Longelse,F,6087365,614851,1,30
Nørre Lovrup,WJ,6150281,490194,1,40
Nørre Lydum Plantage,WJ,6185650,459661,1,350
Nørre Lyndelse,F,6129466,588706,1,10
Nørre Lyngby,NEJ,6363789,545044,1,30
Nørre Lyngholm Mark,NWJ,6301178,462053,1,40
Nørre Lyngvig,WJ,6212461,445261,1,40
Nørre Løgum,SJ,6107796,497042,1,30
Nørre Løgum Kirke,SJ,6103501,495696,1,70
Nørre Mosegård Plantage,WJ,6202906,484015,1,350
Nørre Mosehøj 59m,WJ,6230199,470127,1,540
Nørre Nebel,WJ,6181732,455593,1,10
Nørre Nærå,F,6159499,581080,1,30
Nørre Omme Kirke,WJ,6225724,470360,1,70
Nørre Onsild,NEJ,6274284,547268,1,30
Nørre Radsted,LFM,6076451,673380,1,30
Nørre Ravnstrup,NEJ,6338464,567353,1,90
Nørre Redsø,EJ,6283745,553658,1,40
Nørre Rind,NEJ,6271192,521035,1,30
Nørre Risager,EJ,6197819,523134,1,90
Nørre Rottrup,NEJ,6328450,575683,1,80
Nørre Rubjerg,NEJ,6366088,547292,1,40
Nørre Rævind,NWJ,6262921,515311,1,40
Nørre Sahl,NWJ,6261073,490735,1,40
Nørre Sejerslev,SJ,6096517,482814,1,30
Nørre Skjoldborg,NWJ,6308215,476912,1,40
Nørre Skovsende,WJ,6189915,491769,1,30
Nørre Skovsgård,NEJ,6329899,529674,1,40
Nørre Skærbæk,SJ,6113364,484743,1,20
Nørre Smidstrup,SZ,6116605,690625,1,30
Nørre Snede,EJ,6202392,524805,1,10
Nørre Staby,WJ,6236562,456028,1,30
Nørre Stenderup,EJ,6155317,534018,1,30
Nørre Stenmark 20m,EJ,6191138,602783,5,540
Nørre Stænge,NEZ,6185145,675011,1,30
Nørre Søby,F,6127613,587558,1,10
Nørre Søby,NWJ,6267109,507557,1,30
Nørre Søby Mark,F,6126015,587007,1,40
Nørre Søller,NWJ,6253430,473677,1,40
Nørre Sørig,NEJ,6381847,579882,1,40
Nørre Sørå,NEJ,6337962,586924,1,30
Nørre Tarp,WJ,6182727,460855,1,30
Nørre Thise,NWJ,6286640,508375,1,30
Nørre Tinnet,EJ,6194843,525066,1,40
Nørre Tornby,NEJ,6379441,557008,1,40
Nørre Tranders,NEJ,6321097,560129,1,20
Nørre True,NEJ,6287900,547750,1,40
Nørre Tulstrup,EJ,6253993,539767,1,30
Nørre Tvede,LFM,6090268,644163,1,40
Nørre Tvede,SZ,6124117,683598,1,30
Nørre Tvismark,SJ,6111973,471324,1,40
Nørre Tåstrup,LFM,6081802,695761,1,30
Nørre Uttrup,NEJ,6326281,558415,1,20
Nørre Vallenderød,NEZ,6165816,670892,1,30
Nørre Vedby,LFM,6090879,681255,1,30
Nørre Vedby Kirke,LFM,6088363,681779,1,70
Nørre Vejrup,WJ,6153015,486551,1,10
Nørre Vilstrup,SJ,6117868,532830,1,30
Nørre Vilstrup,EJ,6172090,529317,1,10
Nørre Vinge Kirke,EJ,6265656,540794,1,70
Nørre Vissing,EJ,6220567,552882,1,10
Nørre Vissing Mark,EJ,6221551,551574,1,40
Nørre Vittrup,WJ,6160308,504442,1,40
Nørre Vium,WJ,6210233,482369,1,30
Nørre Voerså Hede,NEJ,6343415,589076,1,40
Nørre Vognbjerg,WJ,6204156,464990,1,40
Nørre Vollum,SJ,6104991,488007,1,30
Nørre Vong,WJ,6151043,478474,1,30
Nørre Vornæs,F,6097090,600048,1,40
Nørre Vorupør,NWJ,6312556,462074,1,10
Nørre Vosborg,WJ,6242831,458590,1,60
Nørre Vosborg Hede,WJ,6237918,464906,1,350
Nørre Vrist,NWJ,6274361,448500,1,30
Nørre Vrå,NEJ,6358818,555957,1,40
Nørre Økse,NEJ,6331112,534882,1,40
Nørre Økse Kær,NEJ,6332722,535642,1,40
Nørre Økse Sø,NEJ,6332120,533006,1,270
Nørre Ønlev,SJ,6100345,518595,1,30
Nørre Ørslev,LFM,6075609,690672,1,30
Nørre Ørum,NWJ,6270166,513780,1,30
Nørre Aaby,F,6146594,555501,1,10
Nørre Ålum,EJ,6258306,550618,1,40
Nørre Årup,WJ,6207062,469386,1,30
Nørreballe,LFM,6076147,656190,1,10
Nørreballe p. Langeland,F,6074931,608913,3,30
Nørreballe v. Horne,F,6107995,574492,3,20
Nørrebjerg,F,6136395,593572,1,30
Nørrebjerg 72m,WJ,6202764,509264,5,540
Nørreby,WJ,6189106,456945,1,40
Nørreby,F,6161736,579233,1,30
Nørreby Hals,F,6162753,580072,1,40
Nørreby p. Femø,LFM,6095699,662198,3,30
Nørreby p. Møn,LFM,6100012,719994,3,20
Nørrebæk,WJ,6157167,492551,4,420
Nørrebække,SZ,6111306,675803,1,380
Nørredige,NEJ,6327300,543297,1,40
Nørredyb,NEJ,6327071,551206,6,650
Nørreeng,SJ,6091761,513573,1,380
Nørreenge,WJ,6172643,449342,1,40
Nørrefenner,SJ,6090826,494872,1,270
Nørrefjord,F,6113497,567863,6,680
Nørregård,NEZ,6216176,699604,1,90
Nørregård,SJ,6123081,525653,1,90
Nørregård,NWJ,6287654,485130,1,90
Nørregårde,WJ,6225338,497618,1,30
Nørregårde,SZ,6138242,674863,1,30
Nørregårde,NEJ,6351836,587636,1,40
Nørrehave,SZ,6098411,695219,1,350
Nørrehave Bakke 74m,EJ,6247620,533820,1,540
Nørrehede,NWJ,6258025,480681,1,40
Nørrehede v. Arrild,SJ,6109211,494364,3,30
Nørrehede v. Hals,NEJ,6319958,579013,3,40
Nørrehede v. Hellevad,SJ,6102531,511600,3,40
Nørrehede v. Hvilshøj,NEJ,6348516,558751,3,40
Nørrehede v. Kragelund,EJ,6186126,540532,3,40
Nørrehede v. Stavmose,SJ,6109015,524015,3,40
Nørrehede v. Viborg,EJ,6258433,528990,3,40
Nørreherred,LFM,6093378,656448,1,40
Nørreholm,WJ,6245764,487014,1,40
Nørrehoved,NEZ,6177552,689008,1,580
Nørrehus-Ballum,SJ,6100914,477887,1,30
Nørrehåb,EJ,6191664,548047,1,40
Nørreklint,EJ,6202801,588536,1,580
Nørreklit,NEJ,6347748,592850,1,40
Nørreknold 107m,NEJ,6311227,543100,5,540
Nørrekær,WJ,6236523,479543,1,90
Nørrekær,NEJ,6318320,524198,4,270
Nørrekær,NWJ,6321665,484242,1,270
Nørrekær p. Gjøl,NEJ,6200205,501805,3,40
Nørrekær v. Alling Å,EJ,6257035,582870,3,350
Nørrekær v. Bedsted,SJ,6109365,517786,3,380
Nørrekær v. Blære,NEJ,6304324,531888,3,270
Nørrekær v. Frøslev Mose,SJ,6077229,516946,3,380
Nørrekær v. Overgård,EJ,6283852,576316,3,270
Nørrekær v. Randers Fjord,EJ,6272137,577317,3,270
Nørrekær v. Solderup,SJ,6091488,500622,3,380
Nørreland,SJ,6114034,469961,1,270
Nørrelandet,WJ,6201070,486841,1,270
Nørrelund,SJ,6133082,484773,1,150
Nørreløkke,SJ,6102524,543874,1,40
Nørreløkke,F,6152329,567234,1,40
Nørremaj,SJ,6119359,543849,1,380
Nørremark,B,6121764,892209,1,40
Nørremark,NWJ,6294004,502780,1,30
Nørremark p. Ærø,F,6079551,596478,3,40
Nørremark v. Bolderslev,SJ,6091989,516292,3,30
Nørremark v. Fredericia,EJ,6159887,550713,3,40
Nørremark v. Glud Håb,EJ,6216944,568552,3,40
Nørremark v. Horsens,EJ,6192675,550521,3,40
Nørremark v. Københoved,WJ,6142708,507408,3,40
Nørremark v. Nørkær Eng,SJ,6104599,524829,3,40
Nørremark v. Ryslinge,F,6120954,598957,3,40
Nørremark v. Sejet,EJ,6187184,559089,3,40
Nørremark v. Stenderup,WJ,6174280,490473,3,40
Nørremark v. Store Darum,WJ,6143158,480004,3,40
Nørremark v. Sunds Sø,WJ,6230527,503407,3,40
Nørremark v. Aabenraa,SJ,6123126,525749,3,40
Nørremarken,EJ,6175309,535626,1,20
Nørremarken v. Tarm,WJ,6197237,471199,3,40
Nørremarken v. Varde,WJ,6167601,467331,3,40
Nørremarksgyden,F,6123801,597350,1,30
Nørremiler,NEJ,6331064,514621,1,480
Nørremose,WJ,6198941,478661,1,380
Nørremose,EJ,6158222,526602,2,40
Nørremose,NWZ,6174247,662600,1,390
Nørremose = Nørremose Mose,EJ,6262748,524296,8,390
Nørremølle p. Sundeved,SJ,6091607,546668,3,90
Nørremølle v. Vidå,SJ,6086317,481402,3,30
Nørrerev,NEZ,6178308,688019,1,610
Nørreris,NEJ,6270768,519198,1,80
Nørreris Skov,EJ,6232350,565575,1,350
Nørrerod,LFM,6086586,645407,1,350
Nørresand,WJ,6196724,448214,1,380
Nørreskifte,EJ,6184514,602730,1,30
Nørreskov,LFM,6073168,665532,1,30
Nørreskov,NEZ,6188536,712539,1,350
Nørreskov,SZ,6148787,693118,1,350
Nørreskov,NWZ,6166281,658201,1,350
Nørreskov,F,6095908,604556,7,30
Nørreskov = Als Nørreskov,SJ,6095827,541155,8,350
Nørreskov = Grejs Nørreskov,EJ,6143345,530567,8,350
Nørreskov = Juelsminde Nørreskov,EJ,6176010,561425,8,350
Nørreskov = Silkeborg Nørreskov,EJ,6229496,536865,8,40
Nørreskov = Støvring Nørreskov,EJ,6234929,574874,8,350
Nørreskov = Sønder Stenderup Nørreskov,EJ,6149365,539695,8,350
Nørreskov = Taps Nørreskov,EJ,6141907,531417,8,350
Nørreskov = Torrild Nørreskov,EJ,6206393,566536,8,350
Nørreskov = Vejle Nørreskov,EJ,6174213,535907,8,350
Nørreskov = Aabenraa Nørreskov,SJ,6101690,526751,8,350
Nørreskov Bakke,EJ,6228081,536461,1,20
Nørreskov p. Tåsinge,F,6108358,583206,3,350
Nørreskov v. Ammitsbøl,EJ,6181487,530415,3,350
Nørreskov v. Blansskov,SJ,6099058,537947,3,30
Nørreskov v. Genner,SJ,6111125,527191,3,40
Nørreskov v. Rebild,NEJ,6300740,551939,3,350
Nørreskov v. Solbjerg,EJ,6208487,567927,3,350
Nørreskov v. Thorsø,EJ,6238981,546170,3,350
Nørreskov v. Varnæs Vig,SJ,6107863,531164,3,40
Nørreskov v. Vissinggård,EJ,6207583,541761,3,350
Nørreskov v. Østbirk,EJ,6201266,546333,3,350
Nørreskov v. Ålebæk,NEJ,6320625,576545,3,40
Nørreskov v. Ålum,EJ,6257831,551180,3,350
Nørreskovgård,SZ,6114494,689588,1,90
Nørrestrand (Horsens Nørrestrand),EJ,6193207,554848,11,380
Nørresundby,NEJ,6325902,555993,1,20
Nørresø,LFM,6059256,689252,2,380
Nørresø,WJ,6234026,450422,1,400
Nørresø,F,6112177,587947,1,400
Nørresø = Maribo Nørresø,LFM,6073644,660342,8,400
Nørresø = Viborg Nørresø,EJ,6257482,526397,8,400
Nørresø v. Dons,EJ,6157194,526949,3,400
Nørresø v. Rugård,EJ,6239450,612386,3,400
Nørresøgård Plantage,WJ,6166867,505165,1,350
Nørrevang,NEZ,6186835,703382,1,40
Nørrevang,NWZ,6205253,672720,1,40
Nørrevese,NWJ,6272017,449390,1,400
Nørrevænge,SZ,6099493,697336,1,30
Nørreværre,SJ,6084615,483994,1,30
Nørreå,EJ,6253624,543268,4,430
Nørreå,SJ,6130793,516707,4,430
Nørreå,WJ,6172613,507363,4,420
Nørreå,NEJ,6350685,555705,4,420
Nørreå,NEJ,6310291,568182,4,420
Nørskov,WJ,6183255,514471,1,30
Nørskov,SJ,6119723,527950,1,40
Nørskov,NEJ,6374250,566311,1,40
Nørskov p. Jegindø,NWJ,6279121,476744,3,30
Nørskov p. Venø,NWJ,6269746,478016,3,40
Nørskov v. Funder,EJ,6224130,529868,3,40
Nørskov v. Fårvang,EJ,6235877,542928,3,40
Nørskov v. Mattrup,EJ,6197008,532952,3,40
Nørskov v. Odder,EJ,6202674,574706,3,40
Nørskov Vig,NWJ,6270469,478618,6,640
Nørskovlund,EJ,6237013,532028,1,30
Nørtarp,WJ,6184213,471530,1,40
Nørtorp Gårde,NWJ,6329369,477575,1,40
Nørtorup Hede,NEJ,6330308,521994,1,40
Nørtorup Kær,NEJ,6329172,521845,1,40
Nørtorup Mark,NEJ,6331544,521424,1,40
Nørtved,NEJ,6373786,587934,1,40
Nørum,WJ,6221017,505977,1,40
Nørum,NEJ,6370105,552819,1,40
Nørup,WJ,6175187,519111,1,30
Nørup,NWZ,6173479,665509,1,30
Nørupgård,EJ,6154277,521565,1,90
Nøruplund,EJ,6242860,603793,2,40
Nøruplund,EJ,6242852,603795,7,40
Nørvang,WJ,6178494,463082,1,40
Nørå,WJ,6150203,481418,1,40
Nøtten,NEJ,6310677,554824,1,40
Nøttrup,EJ,6178795,559889,1,30
Nøvling,WJ,6226221,489762,1,30
Nøvling,NEJ,6315047,558382,1,10
Nåbjerg,WJ,6175678,464478,1,30
Nåby,SZ,6130264,671348,1,30
Nårup,EJ,6234942,547915,1,40
Nårup,F,6129636,573364,1,10
Nårup Bjerge,F,6128429,575152,1,30
Nårupskov,F,6130971,572834,1,40
Obbekær,SJ,6132157,492579,1,30
Obdrup,EJ,6245525,608127,1,40
Obdrupgård,EJ,6245450,607754,1,80
Obitsø,NWJ,6257143,487714,1,40
Obling,WJ,6187188,455778,1,30
Obstrup,EJ,6215471,571173,1,30
Odby,NWJ,6273942,471225,1,30
Odby Sø,NWJ,6272506,470588,1,270
Odde,EJ,6287864,579787,1,30
Oddegårde,NWJ,6319589,496431,1,40
Odden,LFM,6084096,670816,1,350
Odden,NEJ,6377989,565583,1,60
Odden Færgehavn,NWZ,6205720,643603,1,140
Odden Kirke,NWZ,6204336,649794,1,70
Odden Mark,NEJ,6378381,566356,1,40
Odden p. Bjørnø,F,6101729,580968,3,560
Odden p. Hjarnø,EJ,6186515,567622,3,560
Odden v. Tåsinge,F,6091714,597527,3,610
Odden v. Øm Kloster,EJ,6211542,546897,3,580
Oddense,NWJ,6279001,496053,1,10
Odder,EJ,6204528,571915,1,10
Odder Å,EJ,6204400,572316,4,420
Odderbæk,WJ,6197505,518712,1,40
Oddermose Strand,LFM,6095201,712596,1,50
Oddersbøllgård,NWJ,6328473,496153,1,80
Oddersholm,NWJ,6285638,461575,1,40
Oddershøj 64m,NEJ,6318222,550992,5,300
Oddersted,EJ,6154021,537629,1,30
Odderup,WJ,6190876,477722,1,40
Oddesund,NWJ,6270733,473006,6,660
Oddesund Nord,NWJ,6271153,472122,1,30
Oddesund Syd,NWJ,6270217,473284,1,30
Odense,F,6140036,588118,1,10
Odense Fjord,F,6150714,597309,6,680
Odense Kanal,F,6143508,587979,1,340
Odense Slot,F,6140200,587900,1,190
Odense Å,F,6143438,590720,4,430
Odgårde p. Mors,NWJ,6288181,486987,3,30
Odgårde p. Thyholm,NWJ,6281789,467643,3,40
Odinshøj 62m,NEJ,6271819,546357,5,540
Odpold,EJ,6272822,578632,1,270
Odsgårde,EJ,6253214,531916,1,30
Odsherreds Dyrepark,NWZ,6189850,656200,1,170
Oens,EJ,6186681,549399,1,30
Oens Skov,EJ,6185864,549891,1,350
Ogstrup,EJ,6242627,575382,1,90
Okholm,SJ,6127821,479103,1,30
Okkels,WJ,6215295,502919,1,40
Oksby,WJ,6157000,446000,1,50
Oksby Klitplantage,WJ,6158956,449226,1,350
Oksbøl,WJ,6164978,454506,1,10
Oksbøl p. Als,SJ,6099283,548281,3,10
Oksbøl v. Haderslev,SJ,6123987,527050,3,40
Oksebjerget 23m,NEZ,6176748,714839,5,540
Okseholme,NEZ,6179588,689336,1,380
Oksenbjerg 64m,EJ,6188608,540280,5,540
Oksenbjerge,WJ,6191090,519077,1,40
Oksenbæk,EJ,6254584,577823,4,420
Oksenbøl,NWJ,6292060,456774,1,40
Oksenvad,SJ,6130989,515748,1,30
Oksenvad Hede,SJ,6128299,514407,1,350
Oksenvad Mark,SJ,6129652,515005,1,40
Oksfeld,WJ,6219793,458670,1,40
Oksholm,NEJ,6324625,534816,1,60
Oksholm Skov,NEJ,6326508,535718,1,350
Okslund v. Hoven,WJ,6189137,482656,3,40
Okslund v. Lindknud,WJ,6160948,501058,3,30
Oksvang,WJ,6152085,470391,1,30
Oksviggård,EJ,6168800,530540,1,90
Old,WJ,6200420,470003,1,40
Olde,F,6080484,588583,1,30
Olde Mark,F,6078836,588293,1,40
Oldebjerggård,SZ,6141745,658809,1,90
Oldehuse,NEZ,6204666,715357,1,40
Oldekrog,SZ,6140528,713051,1,30
Olden,NWZ,6203090,658069,1,50
Oldenbjerg 39m,F,6090150,616208,5,540
Oldengård,SZ,6145471,670217,1,80
Oldenor,SJ,6099780,546225,1,400
